text,probability
รถจากฟิวเจอร์ปาร์คกลับมธ รังสิต หมดกี่่โมงอ่ะ😐,0.9428
ตู้เติมเงินค่าปริ้นงาน มีตู้อื่นอีกมั้ย ที่ ศกร รู้สึกมันจะเสีย,0.9428
ใครรู้จักร้านทำสีผมดีๆบ้าง เเถวมอ เซนปิ่น สยาม ราคาไม่เเรงง่ะ เเนะนำโหน่ย😂,0.9428
ท้องผูกอะ มีอะไรแนะนำมั้ย,0.9428
กินไม๊คับ,0.9428
"วิธีลดความเครียด
1. ไม่มี
2. ไม่มี
3. ไม่มี 

เครียดอ่ะทำไงดี",0.9429
"สงสัยมั้ย?? ทำไมการตรวจฉี่ถึงบอกได้ว่าท้องหรือไม่ท้อง 🙇🏻
..
เพราะหลังจากปฎิสนธิเนี่ยก็มีตัวอ่อนใช่มั้ย แสดงว่าตั้งครรภ์แล้ว รกจะสร้างฮอร์โมน HCG ซึ่ง HCG มันออกมาทางปัสสาวะด้วย เราจึงตรวจพบในคนท้องได้",0.9429
จากราชพฤกษ์จะไปวัดบวรเดินทางไปยังไงสะดวกครับ,0.9429
ตอนนี้เหลือที่จอดรถกี่คันคะ,0.9429
ไฟนอล105ไม่ได้ออกเนื้อหาที่เรียนใช่มั้ยคะ พวกที่เป็นความรู้หลักๆอะค่ะ งงมั้ย ㅠㅠ ออกแค่พวกฟัง อ่าน แกรมม่า ศัพท์ใช่มั้ยคะ,0.9429
รบดวนถามหน่อยครับธนาคารกสิดรไทย ที่ใกล้ม.ที่สุดอยู่ตรงไหนหรอครับ,0.9429
ชอบพี่การ์ด siit อ่ค่ะ,0.9429
จะทำpowerpointเกี่ยวกับการพัฒนาประเทศของพระมหากษัตริย์ไทยค่ะ จะใช้พื้นหลังแบบไหนดีคะ ถ้ามีวอลเปเปอร์ รบกวนส่งรูปด้วยได้มั้ยคะT^T🙏,0.943
จะทำpowerpointเกี่ยวกับการพัฒนาประเทศของพระมหากษัตริย์ไทยค่ะ จะใช้พื้นหลังแบบไหนดีคะ ถ้ามีวอลเปเปอร์ รบกวนส่งรูปด้วยได้มั้ยคะT^T🙏,0.943
จะทำpowerpointเกี่ยวกับการพัฒนาประเทศของพระมหากษัตริย์ไทยค่ะ จะใช้พื้นหลังแบบไหนดีคะ ถ้ามีวอลเปเปอร์ รบกวนส่งรูปด้วยได้มั้ยคะT^T🙏,0.943
จะทำpowerpointเกี่ยวกับการพัฒนาประเทศของพระมหากษัตริย์ไทยค่ะ จะใช้พื้นหลังแบบไหนดีคะ ถ้ามีวอลเปเปอร์ รบกวนส่งรูปด้วยได้มั้ยคะT^T🙏,0.943
จะทำpowerpointเกี่ยวกับการพัฒนาประเทศของพระมหากษัตริย์ไทยค่ะ จะใช้พื้นหลังแบบไหนดีคะ ถ้ามีวอลเปเปอร์ รบกวนส่งรูปด้วยได้มั้ยคะT^T🙏,0.943
จะทำpowerpointเกี่ยวกับการพัฒนาประเทศของพระมหากษัตริย์ไทยค่ะ จะใช้พื้นหลังแบบไหนดีคะ ถ้ามีวอลเปเปอร์ รบกวนส่งรูปด้วยได้มั้ยคะT^T🙏,0.943
ถ้าขาเจ็บสามารถใส่รองเท้าแตะเข้าห้องสอบได้รึเปล่าครับ มีใครเคยใส่แตะไปสอบไหม ตอนนี้มันบวมจนใส่ผ้าใบไม่ได้แล้วอ่ะ,0.943
ทำยังไงให้จีบติดครับ,0.943
จะทำpowerpointเกี่ยวกับการพัฒนาประเทศของพระมหากษัตริย์ไทยค่ะ จะใช้พื้นหลังแบบไหนดีคะ ถ้ามีวอลเปเปอร์ รบกวนส่งรูปด้วยได้มั้ยคะT^T🙏,0.943
ที่ มธ.มีร้านเย็บผ้า ซ่อมผ้ามั้ยครับ,0.943
จะทำpowerpointเกี่ยวกับการพัฒนาประเทศของพระมหากษัตริย์ไทยค่ะ จะใช้พื้นหลังแบบไหนดีคะ ถ้ามีวอลเปเปอร์ รบกวนส่งรูปด้วยได้มั้ยคะT^T🙏,0.943
ต้องทำไงอะถึงจะได้ใจเขากลับมา 😔,0.943
จะทำpowerpointเกี่ยวกับการพัฒนาประเทศของพระมหากษัตริย์ไทยค่ะ จะใช้พื้นหลังแบบไหนดีคะ ถ้ามีวอลเปเปอร์ รบกวนส่งรูปด้วยได้มั้ยคะT^T🙏,0.943
จะทำpowerpointเกี่ยวกับการพัฒนาประเทศของพระมหากษัตริย์ไทยค่ะ จะใช้พื้นหลังแบบไหนดีคะ ถ้ามีวอลเปเปอร์ รบกวนส่งรูปด้วยได้มั้ยคะT^T🙏,0.943
ทำยังไงกับฟิสิกส์ดี,0.943
เทอมนี้มีใครเรียนวิชาเสรี ที่ไม่ต้องขอโควต้าบ้างค้า วิชาอะไรช่วยบอกที 😓,0.943
แอบชอบรุ่นน้องอยู่ ทำไงดี อยากได้วิธีเนียนๆ55555,0.943
อยากไปเที่ยวที่ไหน,0.943
งาน open house มข.วันไหนคะ แล้วงานเริ่มกี่โมงคะ,0.943
จะทำpowerpointเกี่ยวกับการพัฒนาประเทศของพระมหากษัตริย์ไทยค่ะ จะใช้พื้นหลังแบบไหนดีคะ ถ้ามีวอลเปเปอร์ รบกวนส่งรูปด้วยได้มั้ยคะT^T🙏,0.943
เคยชอบคนที่เพอร์เฟกต์มากๆจนเรารู้สึกผิดที่ไปชอบเค้าปะ? เหมือนทำให้เค้าแปดเปื้อนที่มีลูสเซอร์อย่างเราชอบ แต่ก็เลิกชอบไม่ได้อะ ซอรี่นะ 5555,0.9431
ติดเข็มกลัดกับใส่สร้อยไปไดัไหมคะ,0.9431
จะเอาเงินเหรียญไปฝากธนาคาร เขาคิดค่านับมั้ย แล้วคิดยังไง  #ใครรู้บอกหน่อย,0.9431
Noc. c6 เปิดกี่โมงคะ?,0.9432
ตอนนี้มีจุดคัดกรอกที่ไหนเปิดบ้างค่ะ,0.9432
ใครเคยผ่าฟันคุดบ้าง ปวดกี่วันกันเอ่ย😂,0.9432
แก้อาการขี้ลืมยังไงดี 😑,0.9432
ใครเคยขาดtu100 มั่ง หยุดไปครั้งนึงเปนไรไหม,0.9432
แอบชอบเพื่อน แต่เหมือนเพื่อนจะชอบเพื่อนอีกคน...,0.9432
เป็นคนขี้เบื่ออ่ะ ต้องทำไงดี?,0.9433
แถวหอ 2B มีร้านอาหารแนะนำมั้ยยย หรือไม่ก็พวกร้านอาหารที่มีบริการส่งอะ รบกวนแนะนำหน่อยน้าา😂,0.9433
ทำยังไงให้ได้คุยกับคนที่ชอบ(ขอวิธี),0.9433
แถวมธหาซื้อนสพ.มติชนได้ที่ไหนบ้างคะ วอนผู้ใจบุญช่วยบอกที ต้องใช้ทำงานอ่าา 😭🙏🏻,0.9434
ขอHow to ตดยังไงไม่ให้มีกลิ่น สงสารกลัวเมทจะได้กลิ่น😂😂😂,0.9434
แปลกดีเหมือนกัน มึแฟนแล้วก็ยังมาคุยกับคนอื่น นี้ต้องการอะไรหรอ เคยจริงจังอะไรกับใครมั้ยอ่ะ,0.9434
เราต้องย้ายทะเบียนบ้านเข้าหอใน ที่อยู่ไหนอะคะ เราC+,0.9434
วันนี้ถ้าจะไปชมริ้วขบวนต้องแต่งกายยังไงคะ ผู้หญิงใส่กางเกง รองเท้าแตะได้มั้ยคะ,0.9434
"ช่วยแนะนำหอพักรายวันหน่อยค่ะ ขอบคุณมาก
#อยากไปเที่ยว",0.9434
ขอสอบถามหน่อยค่ะถ้าจากสี่แยกบ้านแขกควรไปจุดคัดกรองตรงไหนดีคะ,0.9434
ขอlyricแทนได้มั้ย,0.9434
มีใครรับสอนเเมทวันไหมst322  หรือเเนะนำที่เรียนพิเศษให้ที,0.9435
พี่เกดตีฉิ่งรึเปล่าคับ,0.9435
พี่คะ หมอที่นี่สอบยากมากเลยหรือเปล่าอะ หนูไม่ได้เรียนพิเศษหรือเรียนในรร.ดังๆเลยอะค่ะ พอจะมีหวังมั้ย ฮื่ออ อยากเข้าแพทย์รามาT^T,0.9435
เล่นยังไงอ่า,0.9435
เล่นยังไงอ่า,0.9435
แต่งพื้นขาวแบบนี้อ่า ทำไง อยากได้,0.9435
มีใครเคยลองร้าน Chama ที่ใช้เเป้งที่ทำชานมไข่มุกเเบบน้ำตาลน้อยๆมะ อยากรุ้ว่าดีไหม รีวิวหน่อยยย,0.9435
เล่นยังไงอ่า,0.9435
จัดฟันไหนดี,0.9435
เล่นยังไงอ่า,0.9435
เล่นยังไงอ่า,0.9435
เล่นยังไงอ่า,0.9435
เล่นยังไงอ่า,0.9435
พี่ๆครับ wifi ของมธ เข้ายังไงอ่ะครับ  🙏🙏🙏,0.9436
ร้านตัดผมที่มอ เปิดเช้าสุดกี่โมงหรอออ,0.9436
อยากทราบว่า วันที่ 12-13 ที่มหาลัยมี open house และคณะนิติศาสตร์มีงานรพีวิชาการ ทางมหาลัยเปิดการเรียนการสอนตามปกติรึเปล่าคะ?,0.9436
ผญ.ใส่กางเกงเเซล็คได้ไหมคะ หรือต้องกระโปรงอย่างเดียว,0.9436
ลานเซ็นทรัลเวิล์ด ทราบความยาวแถวมั้ยครับ รบกวนขอข้อมูลครับ??,0.9437
จีบคนในzonได้ไหม🤔,0.9437
"เราแอบชอบคนๆนึง
เค้ารับรู้ แต่เค้าไม่ได้ตอบโต้อะไร
เราก็ยังชอบเขาต่อไปนะ ถึงจะไม่มีสถานะ
ไม่ได้พูด ไม่เคยคุยกัน
เวลาเจอหน้าก็ผ่านๆ มองหน้ากันเฉยๆ 
เราชอบเขามา4ปีแล้ว
เราควรทำยังไงต่อไปดี",0.9437
อยู่มธรังสิต ถ้าจะขึ้นรถทัวร์กลับบ้านต่างจังหวัดต้องไปขึ้นที่หมอชิตไหมคะ,0.9438
เกลียดรูมเมท ตัวเองทำยังไงดีครับ ย้ายหอ/ห้องได้ไหม #หอใน,0.9438
Zon ทำไมถึงไม่มีพวกราชภัฏหรือราชมงคลเลยล่ะ เหยียดหรอ ? อยากรู้จัง,0.9438
ไหนบอกว่า ถ้าเราบล็อคไอจีเขาละส่งข้อความไป แล้วพอปลดบล็อคข้อความมันจะไม่ขึ้นไงอะ! มันขึ้นโว๊ย แง,0.9438
แถวบางบอน นครปฐม มีจุดไหน คนน้อยบ้างคะ พุทธมณฑลคนเยอะมาก,0.9438
"ขอรบกวนสอบถามหน่อยนะคะ
เราจะเดินทางจาก BTS แบริ่ง
ควรจะลงสถานนีไหนดีคะ
เราไม่สันทันเส้นทางในกรุงเทพเลย
เคยลงแต่สถานรราชเทวี ยังสามรถลงสถานีนี้ได้มั๊ยคะ
ขอขอบพระคุณล่วงหน้ามากๆ ค่ะ",0.9438
ทำไมเอาแต่เล่นเกม,0.9439
"เอกสารสมัครกู้กยศ.
หนังสือรับรองรายได้ คืออะไรคะ ",0.9439
เปลี่ยนหน้าจอไอโฟนหกที่ไหนดีคะ ที่เซียมีร้านไหนแนะนำเป็นพิเศษมั้ยคะ🙏🏻🙏🏻,0.9439
อยากมีคนคุม ต้องปลดกระดุมกี่เม็ด,0.9439
แงงงงง ชอบรุ่นพี่ทักยังไงดี,0.944
หอสมุดป๋วยใช้โควต้าปริ้นฟรีตรงไหนคะ แล้วก็โซนดูหนังอยู่ตรงไหน5555,0.944
อยากเลิกขี้เกียจทำการบ้าน ทำไงดี?,0.944
ดูสตอรี่เก่ง แต่บ่าตอบแชทนี่ต้องโตมาแบบไหนอะ อยากรู้จัง?,0.944
เดินคนเดียว กินข้าวคนเดียว ชออบทำอะไรคนเดียว ทำไมคนอื่นชอบมองเราว่าไม่มีเพื่อนคบ เราเเค่อยากอยู่คนเดียวมั้ย!!,0.944
คือทักไปคุยกับคนๆนึงเรื่องงาน สักพักเขาบอกว่า อยากคุยด้วยบ่อยๆได้ไหม แล้วก็เริ่มหยอดเราบ่อยขึ้น นี่เขาจีบหรือเขาแค่เล่นๆคะ ควรรู้สึกยังไงดี เครียดดแดแด,0.944
อยู่ศาลายายังไงให้น้ำหนักไม่ขึ้นได้อ่ะ แงงงงง,0.944
มนุดอิ้งเข้ายากมั้ยคะ,0.9441
ชอบจนไม่รู้ต้องทำยังไง..,0.9441
มันเล่นยังไง5555,0.9441
มันเล่นยังไงง่ะ ._.,0.9441
อยากคุยกับเค้าแต่ไม่กล้าทักเค้าทำยังไงดีคะ,0.9441
มันเล่นยังไง,0.9441
มันเล่นยังไง,0.9441
คือแบบแท้กซี่ไม่รุ้ทาง ละกุก้ไม่รุ้ทางไงงง ต้องทำไงอะใช้ชีวิตไง,0.9441
อยากรู้วิธีทำให้หน้าม้าอยู่ทรงค่ะ,0.9441
มันเล่นยังไง55555,0.9441
"เป็นอะไรรึเปล่า ? 
ช่วงนี้เหนื่อยไหม ?",0.9441
"ตอนนี้อยู่หน้ากระทรวงกระลาโหม อยากไปที่กำแพงมหาราชวัง ไปได้ไหม?
 เปิดให้เข้ากี่โมงคะ?
อยู่ตรงนั้นเห็นพระเมรุมาศไหมคะ  ?",0.9441
เซคเดียวกันแต่จะไปเรียนห้อง 202หรือ201ได้มั้ยคะ,0.9441
สอบถามหน่อยค่ะ ถ้าไม่ได้เข้าบริเวณใน ตรงไหนมีจอถ่ายทอดสดให้ดูบ้างคะ,0.9441
มันเล่นยังไง.....,0.9441
มันเล่นยังไงเนื่ย,0.9441
วางดอกไม้จันทน์ผู้หญิงอนุโลมใส่กางเกงสีดำได้ไหมคะ,0.9441
มันเล่นยังไง,0.9441
"🌙เหงามั้ยอยู่เป็นเพื่อนเปล่า?
#firstpicofmycameratoday",0.9441
อยากอ่านหนังสือ แต่ทำไมอ่านไม่ได้ 😞,0.9441
มันเล่นยังไงว้า,0.9441
มันเล่นยังไง 😕,0.9441
มันเล่นยังไง,0.9441
มันเล่นยังไง55,0.9441
หิวตอนนี้ทำไง,0.9442
ทำไมนี้เป็นคนที่เข้าเรียนทุกคาบแต่กลับเรียนไม่รู้เรื่อง ไม่เห็นเหมือนเพื่อนนี้เลยไม่เข้าสักคาบเสือกสอบได้ท็อปซะงั้น🙄,0.9442
อยากรู้ว่าถ้าอยู่หอในซอยรังสิตภิรมย์ต้องซื้อเรือมั้ยครับ,0.9443
อยากคุยกับฝรั่งอะ  คุยยังไงได้บ้างมีแอพไหนมั้ย,0.9443
"สอบถามหน่อยครับ

ปกติออกกำลังกายกันที่ไหนอ่ะครับ",0.9443
มีร้านข้าวอะไรแนะนำไหมค้า ที่มาส่งหอซีข้างในได้,0.9443
สอบถามข้อมูลหน่อยครับ ตอนนี้ท้องสนามหลวงเต็มยังครับ,0.9443
'คุยคนเดียว''บอกกี่คนหรอ,0.9443
มีเพลงอะไรใช้จีบผชได้บ้างอะ555555,0.9444
สนุกมั้ยคะคอนเสิต เหนื่อยมั้ย,0.9444
สนุกมั้ยคะคอนเสิต เหนื่อยมั้ย,0.9444
เสื้อเฟรชชี่ได้วันไหนอะ,0.9444
ในวันที่26ผมจะเดินทางไปตรงนี้มีใครทราบใหมครับว่าปิดกราจราจรรึป่าสำรับ ช่วยตอบทีขอบคุณครับ,0.9444
หวงเธอได้ไหม 😭,0.9444
ขอถามที่วัดยางอ่อนนุช คนเยอะมากมั้ยค่ะ,0.9444
หิวค่ะ กินไรดี?,0.9444
สนามม้านางเลิ้งจอดรถได้ไหมค่ะ แล้วจากสนามม้าไปสนามหลวงมีรถรับส่งไหมค่ะ,0.9445
ตอนนี้คืออยากซิ่วเพราะพี่ที่คณะอ่ะ คณะที่ใส่ชุดพิธีการ ระเบียบจัดๆอ่ะ 555555เป็น5555ไร55555มาก555555มั้ย555555555555,0.9445
ต้องทำไงถึงจะได้อยู่ในสายตาเทอบ้าง,0.9445
หาร้านอ่านหนังสือแถบมข ใครใจดีแนะนำที,0.9445
อยากทำพาร์ทไทม์ ทำที่ไหนดี,0.9445
ผิดไหมคะ ที่เรายังติดต่อกับพ่อแม่แฟนเก่าอยู่  เพราะเขาดีกับเรามาก,0.9445
แถวมธ.มีร้านเช่านิยายไหมคะ แหะๆ >O<,0.9445
ร้านถ่ายเอกสาร  เปิดวันเสาไหม??? พอดีว่าจะเข้าเล่มชีท,0.9446
มธ ฝนตกไหมมมม,0.9446
รบกวน ถามค่ะ จุดคัดกรองใส่สะพานพระปิ่น มีการเคลื่อน ตัว แต่ไม่ทราบว่าข้างใน จะ มีที่พอนั่งไมค่ะ,0.9446
ใคร fail บ้าง?? 😂,0.9446
มธ ฝนตกไหมมมม,0.9446
อยากก้ำ,0.9447
อยากกิงม่าพรหงะ,0.9447
อยากกิงงงงงง,0.9447
อยาก,0.9447
รถออกกี่โมงครับและไปส่งจุดคัดกรองที่ไหนครับ,0.9447
อยาก,0.9447
อยากมีส่วนร่วม,0.9447
อยากแจว,0.9447
เราเปิดเทอมวันที่เท่าไหร่คะ,0.9447
อยากดริ้ง55555,0.9447
อยากสมปรารถนา,0.9447
เรียนไรอยู่อ่ะ,0.9447
อยากกิงเครปป😭,0.9447
ใครรู้บ้างว่ากดรับของขวัญจากไอจูนยังไงอ่าาา ช่วยทีค้าบ มีคนส่ง gift มาแล้วไม่รู้กดรับตรงไหน 5555555 🙏🙏🙏,0.9447
อยาก,0.9447
"เหมือนจะชอบแต่ก็ไม่ชอบ 
สรุปชอบมั้ยวะ หมายถึงเราอะชอบเค้ามั้ย
เห้อมมมมมม ",0.9447
อยากกิง,0.9447
อยากแจว,0.9447
อยาก paintttttt 🙏🙏🙏,0.9447
ดูดวงแถวมธที่ไหนแม่นๆ ราคาย่อมเยาว์บ้างง,0.9447
อยากอยุ่หอ5555555,0.9447
อยากเจอนุ้งหมีต้องทำยังไงอะคะะ*____*,0.9448
กลับมาคุยกันเหมือนเดิมได้มั้ย,0.9448
ทำไมไม่ขึ้นนน,0.9448
จ่ายค่าลงทะเบียนใช้บัญชีเพื่อนจ่ายได้มั้ยครับ,0.9448
มีกะเทยมาเกาะแกะแฟนเราอ่ะ ทำไงดี น่ารำคาญมาก,0.9448
สอบได้มั้ยครับ,0.9448
ใส่ยางเหล็กดัดฟันสีไรดีงะ?,0.9448
มึงไม่อ่านหนังสือหรอ5555555,0.9449
อยากเข้าประมาณ4-5โมงเย็น ควรไปรอที่จุดกี่โมงดีคะ,0.9449
แถวมอมีคลีนิกไหนที่รับกดสิว หรือกดสิวดีๆบ้างครับ,0.9449
ชอบรุ่นน้อง ทำไงดี...😕,0.9449
ไม่มีเเฟน,0.9449
พรุ่งนี้วันหยุด รถตู้ไปอนุสาวรีย์ยังมีปกติมั้ยคะ #ผู้รู้ช่วยบอกทีเด้อ 🙏🙏,0.9449
พอดีคุณแม่อยากไปวางดอกไม้จันทร์แต่ไม่มีกระโปรงใส่กางเกงขายาวไปได้ไหมครับหาซื้อตอนนี้ไม่มีร้านขายเลย จะไป ตรง วัดอรุณ คนเยอะไหมครับ ปิดให้คิวยังครับ,0.9449
รถตู้ไปหมอชิตอยู่ที่เดิมไหมคะ,0.9449
ช่วงสอบนี่เป้นอะไรที่!?!,0.9449
อยากปรึกษาตารางเรียนอะครับ,0.9449
ถ้ามาทางปิ่นเกล้ามีที่จอดรถตรงไหนได้บ้างคับ,0.945
จัดฟันถ้าเคลียร์ช่องปากที่รพ.ได้ไหมอะ อยากประหยัดเงิน,0.945
รบกวนสอบถามครับวางดอกไม้ถึงเวลาเท่าไหร่ครับ ขอบคุณครับ,0.945
ปี1จะรู้ได้ไงอ้ะว่าต้องลงเรียนไรบ้าง,0.945
ใครอยู่ทูฟาสบ้างงง มีที่นั่งบ้างมั้ยยย🤔,0.945
มธ มีขายมั้ยอ่าา แบบนี้,0.945
คือเพิ่งเล่น ต้องทำยังไงบ้าง ??,0.945
เท่าไหร่ครับ,0.945
จากม.จะไปฟิวขึ้นรถจากตรงไหนได้บ้างอ่ะคะ,0.945
ผู้ชายที่พูดคะขานี่มีจริงมั้ยอ่ะ 55555555555555555,0.945
งงเล่นยังไง???,0.945
มีใครเรียนพิเศษอิ้ง แถว มธ  ไหม แนะนำหน่อย,0.9451
รถตู้ไปลาดพร้าวนี่ยังขึ้นที่เดิมไหมอะ,0.9451
ท่าเรือศิริราชข้ามฟากได้ไหมค่ะ,0.9451
อยากทราบว่าใส่รองเท้าผ้าใบสีดำไปได้ไหมคะ,0.9451
ม.เราไม่มีในแอพอะ แต่ใกล้มธ.รังสิต5555555555555555555 เสียใจ😂,0.9451
รอเรียนคาบ 11โมง แต่ง่วงมากๆ เลยตอนนี้ ทำไงดี ทำไงดี,0.9451
อยากรู้ว่าผชคิดยังไงกับผญที่ขนขายาวอ่ะ,0.9451
ผช.จู๋ดำทุกคนเลยไหม 5555,0.9451
"เท่าไหร่?
จัน : จะรู้ปะราคา
#SuperBlueBloodMoon",0.9452
ถ้าจะไปฟิวจากมอ ตอนนี้ขึ้นรถไรตรงไหนได้บ้าง งงไปหมดดด ละยังมีรถตู้อยู่ไหมม,0.9452
เราอยากได้ชีทแมทคอมอ่ะ ต้องหาได้จากที่ไหน ช่วยเราที,0.9452
มันเล่นไงอะ เหมือนทวิตไหม,0.9452
มีใครมีเสียงคลิก เสียงกึ้กๆ เวลาอ้าปากมั้ยคะ หรือเคยขากรรไกรค้าง เมื่อยกรามตอนเช้า อยากมาตรวจพรุ่งนี้มั้ยคะ,0.9452
"ขอสอบถามค่ะ
ถ้าให้เด็กใส่ชุดแบบฟอมนักเรียนแต่ละสถาบัน
ได้หรือป่าวค่ะ",0.9452
เล่นเน็ตที่มธ ค่ายไหนเเรงสุดอ่ะะ,0.9452
ทักผชก่อนยังไงดี,0.9452
ตอนนี้คนเยอะมั้ยค่ะ ยังไปทันไม่ค่ะ,0.9452
อยากทำเล็บเจล ร้านไหนดี แนะนำหน่อย,0.9452
วิชา eng for work กับ eng for application ต่างกันยังไงหรอ วอนผู้รู้ตอบทีค่ะ,0.9453
ถ้าจะเดินทางไปสนามหลวงตอนนี้ หรือ บริเวณใกล้เคียงที่สุด สามารถไปได้ไหมคะ จุดคัดกรองปิดหมดเลยหรือเปล่าคะ,0.9453
ถ้าอยู่ดีๆคนเราคุยกันทุกวันเขาโกรธเรา โดยที่เราไม่รู้ว่าเพราะอะไรเหมือนกันเราจะง้อเขายังไงดี ควรโทรหาไหม??,0.9453
คอมมันขึ้นแบบนี้ กดอะไรก็ไม่ได้ ทำไงดี,0.9453
แนะนำเครื่องปริ้นเราที😭,0.9453
ในมอมีร้านรับเปลี่ยนสายกีตาร์ไหม 😂😂,0.9453
อยากรู้ว่าถ้าเพื่อนไม่เข้าเรียนแล้วฝากทำงานในคาบนั้นทั้งๆที่อ.บอกว่าไม่เข้าไม่มีสิทธิ์ส่งแต่เพื่อนก็ยังส่ง เราควรเตือนเพื่อนยังไงดี,0.9453
วิชาจิตวิทยาความสัมพันธ์มีเปิดเทอมสองมั้ย อยากลง,0.9453
แฟน ลงเพลง อาวรณ์ ของ Polycat หมายความว่าอะไรครับ,0.9453
ท้องเสีย หาร้านซ่อมแปป,0.9453
เรียนพิเศษอังกฤษ กับศิลปศาสตร์ หรือสถาบันภาษาดี มีคนลงไหมมมมมม อยากได้ข้อมูลลลล,0.9453
อยากเจอหมี ต้องทำไง??,0.9454
ปฐมนิเทศหอพักเลิกกี่โมงคะ,0.9454
ใน zon ไม่มีเลือกมหาวิทยาลัยอย่างเดียวหรอ เราไม่ค่อยอยากให้ใครรู้เท่าไหร่ว่าเรียนคณะไรอ่า,0.9454
อยากรู้นะว่าเราปิดตัวตนแล้วจะมีคนจำคำพูดเราได้ไหม,0.9454
เล่นไง หาสาวได้มั้ย 55,0.9454
อยากทราบว่า ทำไมถึงเก็บรถจักรยาน ofo ไปไว้ที่ ตึก sc ด้วยคับ เพราะบางทีเช้าๆต้องไปเรียนจากหอใน ไม่มี ofo ให้ปั่นเลยคับ วอนผู้รู้ช่วยบอกให้ทราบทีคับ,0.9455
"รถตู้จากมอไปฟิวเจอร์นี่ตั้งแต่กี่โมงหรอ?
ไป 6.30 น. นี่มีมั้ย",0.9455
How to ทำงานเกี่ยวกับกาแฟนยังไงไม่ให้เคลียดและกดดันตัวเอง?? บอกหน่อยนะ,0.9455
ใครรู้บ้างง มธ ไหว้ครูวันไหน,0.9455
เข้ามหาลัยจะเจอคนที่ใช่ได้ไหม?,0.9455
ใครมีหอที่มี2ห้องนอนแนะนำมั่งอะคะ แถวๆมธ ราคาไม่เกี่ยงจ้า,0.9455
ใครรู้บ้างว่าตารางสอนอักษรเอกอิ้งขึ้นปีสองไปดูได้ที่ไหนคะ?,0.9456
"ลานพระบรมราชานุสาวรีย์ ราชกาลที่ 6 (สวนลุมพินี)
คนเยอะไหมค่ะ?",0.9456
ขอวิธีไปมอนี้จากอนุหน่อยค้าบบบ,0.9456
ในมธคณะไหนงานดีสุด? จะไปแอ๊ว555555,0.9456
เป็นไหมชอบหน้าตึงใส่คนที่ชอบ ฮืออยากยิ้มอยากทักนะแต่ใจไม่กล้า ตอนนี้เขาก็ดูตึงใส่เรากลับบ้างแง,0.9456
แถว มธ รังสิต มีร้านหมอดูมั้ยอ่ะ อยากดูมาก😉,0.9457
ขอhow to เรียนยัวไงให้ได้Aหน่อยยย,0.9457
"ขอปรึกษาหน่อยนะ
คือเราพึ่งคบกะคนที่มาบอกว่าชอบเรางี้...เป็นแฟนคนแรกด้วย
แต่ลองคบแล้ว แบบเราไม่ได้ชอบเค้าแต่แรก คบกันก้อยังเฉยๆอ่ะ
แต่คือแล้วอยู่ๆเรามีปัญหาแบบ คือตอนจีบมันคุยทุกวันดีอย่างนู้นอย่างนี้ แต่พอจีบติดแล้วเหมือนเราเป็นฝ่ายทักมันจีบมันแทนเลยอ่ะ
แล้วเราเครียดมาก จนต้องทักน้องที่แบบชอบสเป็กแบบเราถามว่าแบบ
ทำไมถึงชอบแบบนี้ประมาณนี้ แต่เราคุยกะน้องคนนี้ทุกเรื่องมีปัญหาไรเราบอกหมด แม้แต่เรื่องแฟนก็เหอะ ร้องไห้ปรึกษาโทรคุย จนแบบตอนนี้รู้สึกตัวเองเลวมากอ่ะ แล้วเรารู้ตัวว่าไม่ได้รักแฟนเราเลย แต่ตอนนี้แฟนลำบากอ่ะ แล้วเราก็ไม่รู้วิธีที่จะบอกเลิกด้วย มันเป็นแฟนคนแรก เราก็ไม่อยากให้มันค้างคาอยู่อย่างนี้กลัวมันจะรักเราจนถอดตัวไม่ขึ้นจิงๆแล้วถ้าเราเลิก เราจะโคตรทำร้ายมันอ่ะ คือช่วยหน่อยน่ะ เราอยากได้คำปรึกษาจิงๆ #zon #ขอบคุณ",0.9457
ศกรร เปิดกี่โมงงงงง,0.9457
อยากได้แฟนเป็นเซกซี่บอยต้องทำยังไงหลอ???,0.9457
อยากไปอ่านหนังสือกับคนที่เขาเรียนเข้าใจ แต่ไม่สนิท ไม่รู้จะเสนอหน้าเข้าไปยังไง 😂 อยากให้เขาช่วยอธิบายตรงที่เราไม่เข้าใจ ถ้าถามว่าทำไมไม่อ่านกับเพื่อนที่สนิท ก็เพื่อนสนิทมันไม่รู้เรื่อง ทำไงดี,0.9458
แฟนไม่สนใจเลยค่ะ​ งอแงกับใครได้บ้างคะ? 😆,0.9458
ใครมีสาย canon usb บ้างงง ยืมหน่อยค่าา,0.9458
เกิดไรขึ้น?,0.9458
แอบชอบผญ.คนหนึ่ง อยากจีบ แต่ไม่เคยจีบใครมาก่อน ควรเริ่มยังไงดี?,0.9458
